text,likes,comments,shares,time_posted,post_url,text_length,n_words,n_exclamation,n_question,n_emoji_token,n_hashtag
"Từ 1-7, thời gian cấp giấy phép xây dựng nhà ở riêng lẻ chỉ còn 7 ngày",108,1,6,,https://www.facebook.com/phapluattp.vn/posts/pfbid0PBHW6ioSsjyFQs6spVH3MWbM8xmGqbzZ3UN5cBqz1EFuCANkPnH41ZovFWicTLA6l,70.0,17.0,0.0,0.0,0.0,0.0
"(PLO)- Ngoài tham gia đường dây r.ử.a t.i.ề.n, nhóm này còn bàn bạc góp tiền mua m.a t.ú.y để sử dụng tại phòng trọ ở Hà Nội.

#plo #baophapluattp #baophapluattphcm",163,1,7,,https://www.facebook.com/phapluattp.vn/posts/pfbid0YWrhzWtipbRxabsZcrMRdYgz3nJ7HeWyxRWvpyXAGr57GLjz6dSnBi5fWFiF9ktyl,164.0,30.0,0.0,0.0,0.0,3.0
"(PLO)- Lãnh đạo TP.HCM yêu cầu các sở, ban, ngành và địa phương đẩy mạnh số hóa hồ sơ, tăng tỉ lệ giải quyết thủ tục hành chính trực tuyến toàn trình.

#plo #baophapluattp #baophapluattphcm",54,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid0hrycEZPyFFka3bXvaxefd7CVRJS6qmT2Mxisx4vJHs6vNnJa5AZVtLc4TEdqCA89l,189.0,35.0,0.0,0.0,0.0,3.0
"Chỉ muốn nhéo nhéo cái má thuiii 🥰🥰

#hoiyeuchomeo",276,8,3,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0uAM5t1CcEYC5FjLTDo66iKMx7RcKFEfH91mAi8UA7TFBF6eesG8E9tRZ3hRMUcozl,50.0,9.0,0.0,0.0,0.0,1.0
"Bập bẹ những tiếng ""hú"" đầu đời. Cưng xỉu luônnnn 🥰🥰

#hoiyeuchomeo",1260,118,78,,https://www.facebook.com/hoiyeuchomeo.tv/videos/1260801807608041/,67.0,12.0,0.0,0.0,0.0,1.0
"Về nhà bắt tại trận chúng nó 🐦🐭 nhau, hết “sugar baby” giờ còn thể loại “sugar doggy” ahh 😭 

Cre: Phụng Nguyễn",379,31,9,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid025CSJEDwNScPTWLAFEYE4rJFA4bJYL8UtRaeRoeDsx6VE2nVjVGxPudX2bKg2Gfk6l,111.0,23.0,0.0,0.0,0.0,0.0
"Cựu Bộ trưởng Nguyễn Thị Kim Tiến đã nộp tổng cộng 24,5 tỉ đồng tiền khắc phục hậu quả",59,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid02RHvi5rq6ANi7BKWEu9geWqrMa4wGQkpLYXCASJ9R893H3tjnpVzmjruzcVfrLVrYl,86.0,19.0,0.0,0.0,0.0,0.0
"(PLO)- Suốt tám năm từ mặt, người mẹ không ngờ ngày nhận tin về con lại là kẻ s.á.t h.ạ.i ba người trong gia đình người tình.

#plo #baophapluattp #baophapluattphcm",201,1,4,,https://www.facebook.com/phapluattp.vn/posts/pfbid0373a3rao1uBbG3EarK9Szc8EfDmMSfuKaA8vDd5L3ESc9q3JCT75K6Dxh7g6pNagvl,164.0,30.0,0.0,0.0,0.0,3.0
"(PLO)- Sầu riêng đang được bán tại các tuyến đường, chợ dân sinh tại TP.HCM với giá chỉ bằng một nửa so với cùng kỳ năm ngoái.

#plo #baophapluattp #baophapluattphcm",86,1,3,,https://www.facebook.com/phapluattp.vn/posts/pfbid0uB14jz69xtykPu6k9TjkBAqb3snVF8CD6MtaxxiKNHDTnrubQMU45N3DJorGTgfvl,165.0,30.0,0.0,0.0,0.0,3.0
"Daily Mail công bố hình ảnh gia đình của Angelina Jolie đến dự lễ tốt nghiệp cô con gái Zahara Marley Jolie (21 tuổi) vào cuối tuần. Qua đó, công chúng nhìn thấy Pax Thiên đi cùng các anh em trong nhà, dập tắt tin đồn cậu con trai nuôi gốc Việt của Angelina Jolie mất vì bệnh.",5215,60,11,,https://www.facebook.com/hhsb.vn/posts/pfbid0a6iR7DbqNx11V6BeAGqpdzY9oygGtRDCPWccC29bMwTK3sWQGiU1m8SEBbK4oZil,276.0,58.0,0.0,0.0,0.0,0.0
"JENNIE: Cứ lên bìa tạp chí là lại có hình tượng mới độc đáo, không khác gì model chuyên nghiệp",2509,46,19,,https://www.facebook.com/hhsb.vn/posts/pfbid02UuHLvNf3r9ALu4mSHsiW7h7raDdAu4NCeNYWYGmCZRmyygHZ7FSG3BH7rw3zJ8c9l,94.0,20.0,0.0,0.0,0.0,0.0
Khoảnh khắc tình cảm của Johnny Trí Nguyễn và bạn gái Kalli Nguyễn trong video mới đây:,3101,84,27,,https://www.facebook.com/hhsb.vn/posts/pfbid0awjooxVzRAsqcKeXrarbgAANhbPTDPkVD6QHr4P9eF8TLcPt9o86gY62W3nGRN6sl,87.0,17.0,0.0,0.0,0.0,0.0
"(PLO)-Cơ quan chức năng sẽ luân phiên đóng đường cao tốc Bùng - Vạn Ninh - Cam Lộ từ ngày 22 đến ngày 25-5 để đảm bảo thi công an toàn.

#plo #baophapluattp #baophapluattphcm",23,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid0R1eyWtGqGQvvjQ24RyNiSvZaN16cxS3wkmhc75JRZU8Q5cpQXPMKskvJ9pr9oN9ml,174.0,34.0,0.0,0.0,0.0,3.0
"(PLO)- Từ 15 giờ ngày 21-5, giá mới của xăng E5 là 24.340 đồng/lít, giá xăng A95 là 25.549 đồng/lít, giá dầu diesel 28.761 đồng/lít.

#plo #baophapluattp #baophapluattphcm",77,1,6,,https://www.facebook.com/phapluattp.vn/posts/pfbid02akGgagzbM2pJvZaRYqKEtu7J19yDsMSs1fAXF1Dg56XC84QuiwJHP1x45c4AzP4tl,171.0,28.0,0.0,0.0,0.0,3.0
"(PLO)-Công an tỉnh Tây Ninh vừa khởi tố, bắt tạm giam 3 đối tượng trong đường dây sản xuất phân bón giả quy mô lớn, thu giữ hơn 70 tấn hàng.

#plo #baophapluattp #baophapluattphcm",285,1,18,,https://www.facebook.com/phapluattp.vn/posts/pfbid02Yo8Tzj65ZExbXS9iYNTszYt2vUGFZVbwk7LTdsimDAhMhKzpwRC7JeJ7sbbUq6NWl,179.0,34.0,0.0,0.0,0.0,3.0
"Nhà có cô người iu hơi quạu 🤣

Cre: Tik tok
#hoiyeuchomeo",505,56,36,,https://www.facebook.com/hoiyeuchomeo.tv/videos/707288039858237/,57.0,12.0,0.0,0.0,0.0,1.0
"Những chú ""heo"" lông dàiiiii

Cre: Cute Cats

#hoiyeuchomeo",698,28,50,,https://www.facebook.com/hoiyeuchomeo.tv/videos/324935715232279/,59.0,9.0,0.0,0.0,0.0,1.0
"Những chú heo lông dàiii

Cre: Cute Cats
#hoiyeuchomeo",0,0,0,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid05u4efbxbPUZ9qhTYYUp6fBLD6TfpARK6rkUw7UD9q1DYHGz1wERdVZ9DxGFkKgVil,54.0,9.0,0.0,0.0,0.0,1.0
NGAY LÚC NÀY: G-DRAGON VÀ DAESUNG ĐANG LIVE REACTION MÀN COMEBACK CỦA TAEYANG 🔥,3344,50,66,,https://www.facebook.com/hhsb.vn/posts/pfbid02Mm3oNtazP7J9aqSKF4QLuNTebtxpEnkxNTC89AKeqX24uJKNMCZbVorpWZYiJzCTl,79.0,14.0,0.0,0.0,0.0,0.0
Ngày ấy bé Juhoon (CORTIS) như cái kẹo trong lòng chú HAHA. Còn bây giờ thì cao lớn cá thể gen vượt trội hơn hẳn 😎,3246,31,12,,https://www.facebook.com/hhsb.vn/posts/pfbid02A12nKzdLseUzYod7fe1dFt7xoN2LyxiukBUFzkSQgPr4FMGdbUGLXJWkkPUie7Npl,114.0,26.0,0.0,0.0,0.0,0.0
"Tối 18/5, nữ TikToker sở hữu 11,2 triệu follow - Đan Thy đã đăng một video thông báo mình mắc ungt-hu 🩸. 

Bằng một thái độ lạc quan tích cực dù gặp vấn đề nghiêm trọng về sức khoẻ, Đan Thy vẫn vui vẻ chia sẻ với khán giả, mong lưu giữ hình ảnh đầy năng lượng cũng như xinh đẹp này của mình, ""vì có thể thời gian tới mình không còn nhiều tóc như bây giờ nữa"". 

Đan Thy cho biết, mặc dù không dùng chất kichthich nhưng cô có nhiều thói quen không tốt, như thức khuya đến 6-7 giờ sáng mới ngủ, không uống nước lọc mà chỉ uống trà sữa, matcha latte, các loại trà... trong suốt 3 năm vừa qua. Cô cũng mong mọi người sẽ không giữ những thói quen ấy. 

Chỉ sau 2 giờ đăng tải, video thu về hơn 1 triệu view, hàng chục ngàn bình luận quan tâm động viên cô sớm chữa trị và vượt qua.",18399,1366,320,,https://www.facebook.com/hhsb.vn/posts/pfbid02quXC78j1ork6ZNSa7FDGVCw5t5rzZjPgv2cgvfTZLdBwPAgBURHeeyfEeCrkFGefl,775.0,167.0,0.0,0.0,0.0,0.0
"Riết rồi không biết đang nuôi mèo hay lợn nữa =.=

Cre: Cute Cats
#hoiyeuchomeo",1,0,0,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid02PHHoFQmnfY58vdDAtNqh9XiNngD6AWDsxH2sqM6Az3XR6TXeuHzkmKYV9KA9PqVhl,79.0,15.0,0.0,0.0,0.0,1.0
"Giống hổ cổ xưa à? @@

#hoiyeuchomeo",295,2,6,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid02KLiNUTkbRkrkCaT9nBtERqxWVEyjjWro5rmeXqcWtgyBQZpASGKbxyqZ3RwUCseol,36.0,7.0,0.0,1.0,0.0,1.0
"Riết rồi không biết là đang nuôi mèo hay lợn nữa?

Cre: Cute cats",0,0,0,,https://www.facebook.com/hoiyeuchomeo.tv/posts/pfbid0rxa4ZeXCCUwj2iZCgMnU6sN7mNZQXoYkP7Sc5f5vocC4uR5WPg4oiC1DczNJFohbl,65.0,14.0,0.0,1.0,0.0,0.0
"(PLO)- Sau bữa ăn bán trú, lần lượt 56 học sinh tiểu học cùng 6 người lớn ở Đồng Tháp phải đi bệnh viện, nghi do ngộ độc thực phẩm

#plo #baophapluattp #baophapluattphcm",60,1,4,,https://www.facebook.com/phapluattp.vn/posts/pfbid036FNgvrYMCZy4XqL2m2iGMEu2BXrcXEiMu3S65PsFHYZzMjKTQEjrQQCrvjkWDCzql,169.0,33.0,0.0,0.0,0.0,3.0
"Nga công bố video tập trận hạt nhân quy mô lớn với Belarus

Nguồn: RT

#plo #baophapluattp #baophapluattphcm",183,1,3,,https://www.facebook.com/reel/975495131515589/,108.0,18.0,0.0,0.0,0.0,3.0
"(PLO)- Chỉ vì nghi ngờ người tình có quan hệ với người đàn ông khác, Vũ Trọng Tuấn đã ra tay s.á.t h.ạ.i người tình trong phòng trọ.

#plo #baophapluattp #baophapluattphcm",123,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid0cK2Rj6SNQvuQBvY5prrR7Bou3ZgccqNa7cR8tMm3yPJdHyhhASWhnNug2vMrMn2Bl,171.0,31.0,0.0,0.0,0.0,3.0
Cô dâu Bomi (Apink) và chú rể Rado trong loạt ảnh hôn lễ vừa diễn ra ❤️,1377,10,3,,https://www.facebook.com/hhsb.vn/posts/pfbid02j4S6EEWUFwjonApJdBdGzoyuwbyDM9wMYnycLaapCMURVPiJLNeLHzbH9a1zos7al,71.0,17.0,0.0,0.0,0.0,0.0
"Ngày 18-5, một trang Facebook có hơn 41.000 lượt theo dõi về Angelina Jolie bất ngờ đăng tải thông tin Pax Thiên Jolie-Pitt - con trai nuôi của nữ diễn viên, đột ngột qu-a đời sau thời gian chống chọi u-ng th-ư. 

Trang này còn cho biết Angelina Jolie vô cùng suy sụp, thậm chí còn dẫn lại một chia sẻ được cho là của nữ diễn viên: ""Con trai xinh đẹp của mẹ, ánh mặt trời của mẹ. Con đã dạy mẹ hiểu thế nào là tình yêu. Mẹ sẽ giữ con trong trái tim mình"".

Ngay sau khi bài đăng xuất hiện, nhiều người bày tỏ sự hoang mang trước thông tin này. Tuy nhiên một số người dùng khác đã lập tức lên tiếng phản bác, cho rằng đây chỉ là tin đồn vô căn cứ, thiếu kiểm chứng.

Thực tế, trang Facebook này dù tự giới thiệu là trang fan hâm mộ yêu thích Angelina Jolie, nhưng lại thường xuyên đăng tải những thông tin chưa được kiểm chứng, thậm chí là tin sai sự thật liên quan đến nữ diễn viên và gia đình cô.

Trước đó, trang này cũng từng nhiều lần gây tranh cãi khi đăng các nội dung mang tính giật gân, sử dụng hình ảnh cắt ghép hoặc AI để hút tương tác như việc Angelina Jolie nhập viện với nhiều vết thương, gây hiểu lầm cho người xem nếu không kiểm chứng nguồn tin.

Theo: Tuổi Trẻ",5239,48,29,,https://www.facebook.com/hhsb.vn/posts/pfbid09r5SQbdzBErqBv5fy4qPJG22jVCt63sV1tceykGkcU8gzFkTfbhqceyKLbdfUtHHl,1176.0,247.0,0.0,0.0,0.0,0.0
"Trong phiên live tối 18/05, MC Mong tiết lộ rằng người chú út của Chaga Won đã cố gắng lôi kéo Baekhyun vào thế giới cờ bạc.

""Chú Chaga Won đã cố dụ dỗ Baekhyun đi đánh bạc... bảo chúng ta hãy đến Las Vegas"".

Tuy nhiên, Baekhyun rất tỉnh táo nên dù bị lôi kéo nhưng không thành công. Ngoài ra, MC Mong còn gọi tên nam diễn viên Kim Min Jong (Phẩm chất quý ông) đã đ-ánh bạc trái phép.",2589,164,51,,https://www.facebook.com/hhsb.vn/posts/pfbid0241rQPiKoazirfrQCyoSeFZFp6h83uTM7xz1ezG6QJCHhdYPUGdUpdTshJoaFUVKHl,386.0,82.0,0.0,0.0,0.0,0.0
"(PLO)- Chỉ chưa đầy 3 giờ đồng hồ sau khi dùng h.u.n.g k.h.í đ.á.n.h người đàn ông cùng ngồi trên xe tải tại khu vực đường Phan Đăng Lưu (phường Đức Nhuận, TP.HCM), Bùi Văn Toản đã bị lực lượng công an truy xét, vận động ra đầu thú.

#plo #baophapluattp #baophapluattphcm",196,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid02c7tHDCZCHgKAVMSyUd99b9k9n14bChk8ZitZDbhdJ4JC9umUZ1kp2cunK84HNTowl,271.0,52.0,0.0,0.0,0.0,3.0
"(PLO)- Lợi dụng đêm tối, một cơ sở tại phường Tân Đông Hiệp, TP.HCM đã tự ý tập kết, g.i.ế.t mổ lén lút hàng trăm con gà có nguồn gốc từ Tây Ninh.

#plo #baophapluattp #baophapluattphcm",95,1,6,,https://www.facebook.com/phapluattp.vn/posts/pfbid03648GVyoZaTSapXhtpTB2J6U4fzxJtW8g28Xta3fLhSTtQKxnkuUAt7GZvzMyFaYPl,185.0,36.0,0.0,0.0,0.0,3.0
"(PLO)- Đặc phái viên Mỹ Jeff Landry tuyên bố Mỹ cần tái thiết sự hiện diện tại Greenland, nhấn mạnh rằng hòn đảo tự trị của Đan Mạch cần Washington.

#plo #baophapluattp #baophapluattphcm",37,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid02DFCauC32TL6jJpUqotvrRAUVJAHkLJL5Z4RkA7zuoZhZomGLjNDSfFRDbdBGJnNol,187.0,33.0,0.0,0.0,0.0,3.0
"(PLO)- Đại diện VKS đề nghị HĐXX phúc thẩm giảm án cho 2 cựu cục trưởng Cục An toàn thực phẩm (Bộ Y tế)...

#plo #baophapluattp #baophapluattphcm",146,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid02oi5Dorb8F3oFLEakMQi2ugcbe7LibUZq7bsprwqnG8d1Zo76VSoc6xEfAXdnaewBl,145.0,27.0,0.0,0.0,0.0,3.0
"Một số mức đóng, hưởng BHXH, BHYT tăng từ 1-7 theo lương cơ sở 👇",26,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid0Kn3wKU7NQEyBiCeNSRsVVsDj2ZKwE4xn528ugRqcY8428wsjFL71A4gK8P5VRq2vl,64.0,15.0,0.0,0.0,0.0,0.0
"(PLO)- Đến nay, THADS TP.HCM đã chi tiền đợt 9 vụ án Vạn Thịnh Phát với số tiền hơn 1.732 tỉ đồng cho 42.574 trái chủ.

#plo #baophapluattp #baophapluattphcm",82,1,7,,https://www.facebook.com/phapluattp.vn/posts/pfbid0BVCWq81gng2WdVadu7BfmexHvaMfACYtQpG1wZftAP5udgWsivvuRbL98GmC4teXl,157.0,29.0,0.0,0.0,0.0,3.0
"Trân trọng fan như Soobin: Gọi fan là công chúa, hoàng tử, đi diễn xong là lên tâm sự, dặn dò và gửi lời yêu thương 💕",3099,89,35,,https://www.facebook.com/reel/2972429119612481/,117.0,27.0,0.0,0.0,0.0,0.0
"Giữa nghi vấn có tình yêu mới, Khánh Huyền 2K4 thoải mái tương tác với chàng cầu thủ 2K6 Zan Nguyễn trong những video hừng hực tập gym của anh chàng. 

Bên cạnh đó, đông đảo cư dân mạng cũng bình luận trong video của 2 người, mong đợi cô sớm công khai chuyện tình cảm để chúc phúc sau đổ vỡ hôn nhân.",4922,245,42,,https://www.facebook.com/hhsb.vn/posts/pfbid02FN4YZC7UsLKiSKfYDfMJkfS2yXtVRWVTRY37fySBY37hFkdnJSgpUVhGTC9oyWMjl,300.0,64.0,0.0,0.0,0.0,0.0
"🏆 “TẠM BIỆT GOHAN” khai mở bản năng vô cực với chiến tích TOP 1 phim về thú cưng có DOANH THU CAO NHẤT LỊCH SỬ phòng vé Việt Nam! 

Sau khi độc chiếm ngôi vương phòng vé từ các suất chiếu sớm, em chó Gohan đã nhận về vô vàn tình yêu thương, đồng thời lấy đi nước mắt của hơn 130.000 khán giả chỉ sau 3 ngày công chiếu chính thức 🫶🏻

❤️‍🔥 Hành trình đầy nhiệm màu này chắc chắn sẽ còn bùng nổ mạnh mẽ hơn nữa. Hãy ra rạp để cùng tận hưởng những phút giây trọn vẹn nhất, chào đón và cũng là nói lời tạm biệt với bé Gohan một cách chân thành nhất nha!

—
🐶 TẠM BIỆT GOHAN - ĐANG CHIẾU TẠI RẠP

#TamBietGohan #Gohan #CJENMVN",1049,27,9,,https://www.facebook.com/hhsb.vn/posts/pfbid018SA2FDTpzvk9cgrHCGBojJyuaL3yhb1YAG23N8cDxSmF584skJUahcgc9EC1Jwal,620.0,135.0,2.0,0.0,0.0,3.0
"(PLO)- Ngoài việc đề nghị xử phạt bị cáo Nguyễn Thị Kim Tiến 5-6 năm tù, VKS còn đề nghị HĐXX tuyên buộc bà Tuyến nộp 108 tỉ đồng để khắc phục hậu quả vụ án.

#plo #baophapluattp #baophapluattphcm",78,1,4,,https://www.facebook.com/phapluattp.vn/posts/pfbid0224AWtjeR9wRj5d1zUWzeKpZ9sngooNUVJ4QXNhJVwUvwCdDmi4vao3GuUN1HSPaLl,196.0,39.0,0.0,0.0,0.0,3.0
"(PLO)- Cơ quan CSĐT Công an TP.HCM đã ra quyết định t.r.u.y n.ã Thái Phong Thiên về tội t.r.ộ.m cắp tài sản liên quan vụ lấy t.r.ộ.m máy trị liệu sóng xung kích hiệu Zimmer.

#plo #baophapluattp #baophapluattphcm",364,1,14,,https://www.facebook.com/phapluattp.vn/posts/pfbid02YNLc6imEpFp6qZpxKaCd94g4jt8Wvfw6ro4tLY1urCrsjHiNuzfctS6c16sKtE4al,212.0,38.0,0.0,0.0,0.0,3.0
"(PLO)- FIFA bất ngờ vướng sai sót nghiêm trọng ngay trước lễ bốc thăm Vòng chung kết U-17 World Cup 2026 khi công bố nhầm danh sách phân nhóm hạt giống, trong đó U-17 Việt Nam bị loại khỏi danh sách tham dự bất chấp đã giành vé chính thức.

#plo #baophapluattp #baophapluattphcm",38,1,3,,https://www.facebook.com/phapluattp.vn/posts/pfbid0Zwe3bNczN1cuWKQb4EncemEr8QGPykrf3q1YEiRGBkoKgWgqargYGDiQQ31Q2E53l,278.0,53.0,0.0,0.0,0.0,3.0
"KHÔNG CÒN XEM QUA MÀN HÌNH, CÙNG VIB BAY THẲNG QUA L.A DỰ BTS WORLD TOUR ✈️

50 fans may mắn sẽ nhận tour trọn gói 5N4Đ đến Los Angeles (25 giải, mỗi giải cho 2 người), bao gồm:

✈️ Vé máy bay khứ hồi
🏨 Khách sạn 4 sao
🎫 Vé concert BTS WORLD TOUR
🚐 Di chuyển theo lịch trình
📄 Phí visa cùng nhiều đặc quyền khác

Chỉ cần sở hữu thẻ VIB Visa và chi tiêu tích luỹ điểm để tham gia quay số may mắn! Không cần là “phú ông phú bà”, fan nào cũng có cơ hội “đu idol” như nhau 😝💜

#VIB #Visa #BTS_WORLDTOUR_ARIRANG_SPONSOR_Visa",1134,155,22,,https://www.facebook.com/hhsb.vn/posts/pfbid04coQMnjr6TqxwaLapjw6Sw5JtgzKoWxg5TCgWPzzYGx4Vg74XqFNXy84yBu2DY3rl,519.0,111.0,1.0,0.0,0.0,3.0
"Visual của V trong hai đêm diễn concert BTS ở Stanford (Mỹ) qua ống kính fansite, đang viral trên MXH:",3065,106,83,,https://www.facebook.com/hhsb.vn/posts/pfbid024VbHdC2ZPp4gsGEJG7Xh19a7HeMvZpPT8KXuHK1uMU49pPXNYo926uXhN4dTHifnl,102.0,20.0,0.0,0.0,0.0,0.0
"Ngày 18/5, MC Mong đã bất ngờ thông báo: ""Vào lúc 8 giờ tối nay, qua buổi phát sóng trực tiếp, tôi sẽ mời các nhà báo đến và đích thân làm rõ mọi chuyện trong quá khứ cũng như tất cả các sự việc liên quan đến tôi"".

Đặc biệt, anh gây rúng động khi tuyên bố: ""Tôi cũng sẽ nói hết việc chương trình 'PD Note' của đài MBC đang cấu kết với ai để tiến hành điều tra"". Tiếp đó, anh khiến giới giải trí thêm phần căng thẳng khi báo trước sẽ có thêm những phát ngôn: ""Tôi sẽ phanh phui toàn bộ danh sách những kẻ thường xuyên cờ bạc trái phép, trong đó có Chủ tịch công ty xây dựng Cha Jun-young, cùng với các nghệ sĩ có liên đới với chúng.""

Trước đó, vào năm 2023, MC Mong đã cùng Chủ tịch Cha Ga-won đồng sáng lập công ty giải trí One Hundred, nhưng anh đã rời công ty vào tháng 7 năm ngoái. Sau đó, vào tháng 12 năm ngoái, anh bị vướng vào các tin đồn ác ý như mâu thuẫn với Chủ tịch Cha và tin đồn ngoại tình. Tuy nhiên, anh đã tiết lộ rằng mình đang có bạn gái và mạnh mẽ phủ nhận: ""Đó không phải là bất kỳ mối quan hệ bất chính nào"".

Hiện tại, công ty One Hundred đang xảy ra tranh chấp pháp lý với các nghệ sĩ trực thuộc như Lee Seung-gi, Lee Mu-jin, VIVIZ, EXO-CBX liên quan đến vấn đề chưa thanh toán tiền thù lao, đồng thời cũng đang bị các thành viên nhóm The Boyz khởi kiện với tội danh tham ô.",844,26,9,,https://www.facebook.com/hhsb.vn/posts/pfbid0275D84r1oG1kRqz6tProty6y9EqQtwiLzsntghEbNrvZuAgfB332VjMCaPR43THtPl,1300.0,283.0,0.0,0.0,0.0,0.0
"(PLO)- Tàu đánh ghẹ của ngư dân Thanh Hóa chở tám ngư dân trong quá trình di chuyển do không đi đúng luồng lạch đã va vào đá ngầm tại khu vực đặc khu Cô Tô, Quảng Ninh, khiến thân tàu bị bục, nước tràn vào.

#plo #baophapluattp #baophapluattphcm",18,1,0,,https://www.facebook.com/phapluattp.vn/posts/pfbid02T2WVeWwXBxuu4cTaE8SVu6wuiuQXzBQWpLjmomAEuR4pDnp62BMrbn5BfgjD772gl,245.0,49.0,0.0,0.0,0.0,3.0
Tìm thấy t.h.i t.h.ể hai nạn nhân mất tích vụ sạt lở mỏ đá ở Thanh Hóa,35,1,0,,https://www.facebook.com/phapluattp.vn/posts/pfbid0SfKkHf4WMpMA6dR7e9dy289pBA4v54pXJvdtuku2XPbBaZMwt1kwKSXNKCmB5ruBl,70.0,17.0,0.0,0.0,0.0,0.0
"(PLO)- Đảng ủy Chính phủ được giao chủ trì, phối hợp với Ban Chính sách Chiến lược Trung ương và các cơ quan liên quan tiếp tục hoàn thiện chính sách đãi ngộ, chế độ tiền lương, thu nhập đảm bảo đời sống để cán bộ, công chức, viên chức yên tâm công tác.

#plo #baophapluattp #baophapluattphcm",139,1,4,,https://www.facebook.com/phapluattp.vn/posts/pfbid035Rkz2VUcRuNVcsrVk9ZcUiud8v41kjKWn36isUCEhRqaAVokhvbT84cv1YzrbTMvl,292.0,57.0,0.0,0.0,0.0,3.0
"(PLO)- Ngay sau khi phát hiện danh sách bốc thăm Vòng chung kết U-17 châu Á không có tên đội tuyển U-17 Việt Nam, Liên đoàn bóng đá Việt Nam (VFF) đã lập tức phản hồi sự nhầm lẫn tai hại của FIFA.

#plo #baophapluattp #baophapluattphcm",51,1,1,,https://www.facebook.com/phapluattp.vn/posts/pfbid02bUeKg6C3iQN4sQYd3Ut9xdAUDTw2SojYdsaE8jBWEwpFNLe2NhDF1XSGYPH1nqUTl,235.0,46.0,0.0,0.0,0.0,3.0
"(PLO)- Phòng Cảnh sát hình sự Công an TP.HCM phối hợp cùng các đơn vị nghiệp vụ đã mời làm việc đối với nam thanh niên xô xát, đánh người người đàn ông chở bia gây ùn ứ trên đường Phạm Hùng.

#plo #baophapluattp #baophapluattphcm",250,1,2,,https://www.facebook.com/phapluattp.vn/posts/pfbid02bEED9LZoApsnyvhGd3WpZE9MGid5LJbGd1L45WWFrdCWDxNv1K1ATKPn3fy1LKQtl,229.0,45.0,0.0,0.0,0.0,3.0
Viện kiểm sát đề nghị phạt cựu bộ trưởng Y tế Nguyễn Thị Kim Tiến 5-6 năm tù,280,1,13,,https://www.facebook.com/phapluattp.vn/posts/pfbid02R7fJ6otGu3Kwpwt6no2mXXNkBehV7uG1Dp7dHkkQHt1nxamS5TDND1nSjS7jpnx1l,76.0,18.0,0.0,0.0,0.0,0.0
"Mới đây trên IG cá nhân, nữ diễn viên IU đã đăng bài xin lỗi khán giả nhiều tranh cãi xoay quanh phim Perfect Crown của cô diễn cùng Byeon Woo Seok

 ""Xin chào mọi người.
Tôi là IU, người đảm nhận vai diễn Seong Hee Joo trong bộ phim Phu Nhân Đại Quân Thế Kỷ 21

Trong vài ngày qua, tôi đã cẩn thận đọc từng lời góp ý mà rất nhiều khán giả đã để lại.

Với tư cách là diễn viên chính của tác phẩm, tôi đã không thể hiện được tinh thần trách nhiệm và có lẽ đã khiến mọi người vô cùng thất vọng. Tôi thực sự cảm thấy áy náy với các bạn và cho đến hiện tại, lòng tôi vẫn đang rất trĩu nặng.

Về những vấn đề liên quan đến tính xác thực của bối cảnh lịch sử trong phim mà mọi người đã chỉ ra, tôi xin tự kiểm điểm không một lời biện minh và gửi lời xin lỗi chân thành vì đã bước vào diễn xuất mà không suy xét sâu sắc hơn.

Bởi đây là một tác phẩm quan trọng trong việc thể hiện trí tưởng tượng dựa trên nền tảng lịch sử vốn có của chúng ta, cũng như tôn vinh vẻ đẹp truyền thống của Hàn Quốc, lẽ ra với tư cách là một diễn viên, tôi phải đọc kịch bản và tìm hiểu một cách thận trọng hơn. Thế nhưng tôi đã không làm được điều đó, tôi cảm thấy vô cùng xấu hổ về chính bản thân mình.

Tôi đã không có nhận thức đúng đắn về vấn đề này ngay từ đầu. Tôi thành thật xin lỗi.""",3902,99,26,,https://www.facebook.com/hhsb.vn/posts/pfbid0T1RDHiHwLZF3HcNYqm6vktBJYv23HtJS2wvHNYNdfAPG58dEYajTpGBYkMVVmzWWl,1264.0,284.0,0.0,0.0,0.0,0.0
Fan trêu: Kẹo đã nhìn thấy và đánh giá 😎,1709,30,11,,https://www.facebook.com/hhsb.vn/posts/pfbid0xkPggrLAwQKooHJooza7iP3W6Jg5DuTpAvhcxH4qVEXP3or5w31LkiHUB9uZnYYpl,40.0,10.0,0.0,0.0,0.0,0.0
